2000;0,00289662;0,00742226;0,00481458;0,00072624;0,0004134;
4000;0,01060736;0,04237084;0,03344158;0,00230348;0,00123154;
8000;0,07427468;0,08307822;0,06849354;0,00279624;0,00140406;
16000;1,06796214;0,39889716;0,30219586;0,0046066;0;
32000;4,53593546;1,54871626;1,0797989;0,01413454;0;
64000;17,7557976;6,8625989;4,78903242;0,04048006;0;
128000;70,3194565;27,51701824;18,8359448;0,06324892;0;
