2000;0,00000874;0,00575208;0,00001186;0,00048176;0,0138921;
4000;0,00002254;0,04114538;0,00003982;0,0045455;0,09045842;
8000;0,00002034;0,07927754;0,00004512;0,00204882;0,21069008;
16000;0,00004874;0,4314964;0,00009280;0,00332388;0;
32000;0,00009962;1,77338676;0,00018124;0,01091188;0;
64000;0,00020340;6,64341466;0,00029892;0,03086928;0;
128000;0,00045930;28,2969857;0,00075196;0,04484578;0;
